from,to,t0,c0,lanes,initial_SR,initial_FR
9,3,36,73,2,-1,-1
10,3,7,69,2,-1,-1
14,3,28,40,2,-1,-1
15,3,11,49,2,-1,-1
16,3,44,34,2,-1,-1
17,3,40,60,2,-1,-1
18,3,39,43,2,-1,-1
19,3,13,8,2,-1,-1
21,3,49,50,2,-1,-1
6,4,29,74,2,-1,-1
7,4,40,38,2,-1,-1
10,4,20,50,2,-1,-1
12,4,15,68,2,-1,-1
14,4,47,39,2,-1,-1
15,4,9,20,2,-1,-1
16,4,52,63,2,-1,-1
17,4,47,58,2,-1,-1
19,4,15,46,2,-1,-1
6,5,11,33,2,-1,-1
10,5,23,43,2,-1,-1
12,5,39,47,2,-1,-1
15,5,31,66,2,-1,-1
19,5,32,46,2,-1,-1
20,5,69,50,2,-1,-1
8,6,33,15,2,-1,-1
9,6,38,47,2,-1,-1
11,6,14,47,2,-1,-1
12,6,27,52,2,-1,-1
13,6,35,39,2,-1,-1
17,6,34,69,2,-1,-1
19,6,23,60,2,-1,-1
21,6,44,59,2,-1,-1
8,7,9,24,2,-1,-1
9,7,21,38,2,-1,-1
10,7,45,80,2,-1,-1
11,7,21,65,2,-1,-1
15,7,39,43,2,-1,-1
16,7,15,8,2,-1,-1
17,7,11,55,2,-1,-1
18,7,54,40,2,-1,-1
10,8,40,52,2,-1,-1
14,8,40,9,2,-1,-1
15,8,33,20,2,-1,-1
17,8,19,33,2,-1,-1
18,8,45,33,2,-1,-1
19,8,42,58,2,-1,-1
11,9,24,42,2,-1,-1
13,9,35,18,2,-1,-1
14,9,49,50,2,-1,-1
15,9,31,57,2,-1,-1
17,9,32,69,2,-1,-1
18,9,35,64,2,-1,-1
20,9,27,72,2,-1,-1
21,9,33,87,2,-1,-1
12,10,28,49,2,-1,-1
14,10,34,38,2,-1,-1
15,10,11,76,2,-1,-1
17,10,47,60,2,-1,-1
18,10,37,32,2,-1,-1
19,10,8,47,2,-1,-1
20,10,67,57,2,-1,-1
21,10,56,35,2,-1,-1
12,11,17,47,2,-1,-1
14,11,25,37,2,-1,-1
15,11,21,58,2,-1,-1
16,11,27,58,2,-1,-1
19,11,28,43,2,-1,-1
21,11,31,85,2,-1,-1
13,12,37,5,2,-1,-1
16,12,39,68,2,-1,-1
17,12,34,18,2,-1,-1
18,12,28,60,2,-1,-1
21,12,39,50,2,-1,-1
14,13,29,50,2,-1,-1
15,14,39,64,2,-1,-1
16,14,31,78,2,-1,-1
19,14,42,64,2,-1,-1
18,15,28,65,2,-1,-1
19,15,8,40,2,-1,-1
17,16,4,54,2,-1,-1
19,17,51,47,2,-1,-1
20,17,37,38,2,-1,-1
19,18,30,40,2,-1,-1
20,19,67,49,2,-1,-1
