from,to,t0,c0,lanes,initial_SR,initial_FR
15,21,55,75,2,-1,-1
16,17,15,8,2,-1,-1
16,21,25,60,2,-1,-1
17,19,31,52,2,-1,-1
17,21,29,51,2,-1,-1
19,21,60,49,2,-1,-1
20,21,30,33,2,-1,-1
1,0,18,69,2,-1,-1
2,0,7,42,2,-1,-1
4,0,19,65,2,-1,-1
6,0,13,70,2,-1,-1
8,0,24,71,2,-1,-1
9,0,22,33,2,-1,-1
11,0,22,21,2,-1,-1
12,0,19,22,2,-1,-1
13,0,30,61,2,-1,-1
14,0,30,48,2,-1,-1
16,0,22,21,2,-1,-1
17,0,7,118,2,-1,-1
18,0,53,32,2,-1,-1
19,0,33,55,2,-1,-1
2,1,12,42,2,-1,-1
3,1,25,37,2,-1,-1
4,1,3,87,2,-1,-1
9,1,24,89,2,-1,-1
10,1,14,62,2,-1,-1
13,1,33,35,2,-1,-1
17,1,17,42,2,-1,-1
19,1,15,44,2,-1,-1
3,2,31,56,2,-1,-1
7,2,21,31,2,-1,-1
8,2,17,61,2,-1,-1
9,2,17,40,2,-1,-1
12,2,25,60,2,-1,-1
14,2,29,48,2,-1,-1
16,2,18,59,2,-1,-1
17,2,5,44,2,-1,-1
18,2,45,30,2,-1,-1
19,2,27,62,2,-1,-1
21,2,35,19,2,-1,-1
8,3,21,44,2,-1,-1
9,3,28,42,2,-1,-1
10,3,11,15,2,-1,-1
11,3,49,32,2,-1,-1
12,3,55,50,2,-1,-1
16,3,31,61,2,-1,-1
18,3,14,41,2,-1,-1
19,3,18,58,2,-1,-1
20,3,55,55,2,-1,-1
8,4,24,33,2,-1,-1
10,4,16,48,2,-1,-1
12,4,39,68,2,-1,-1
15,4,5,57,2,-1,-1
16,4,30,47,2,-1,-1
17,4,20,38,2,-1,-1
18,4,40,47,2,-1,-1
19,4,14,35,2,-1,-1
7,5,30,41,2,-1,-1
10,5,45,91,2,-1,-1
11,5,22,74,2,-1,-1
12,5,35,66,2,-1,-1
13,5,13,59,2,-1,-1
16,5,20,66,2,-1,-1
17,5,33,44,2,-1,-1
7,6,24,0,2,-1,-1
9,6,35,41,2,-1,-1
11,6,31,68,2,-1,-1
13,6,42,88,2,-1,-1
14,6,27,49,2,-1,-1
17,6,20,59,2,-1,-1
8,7,30,58,2,-1,-1
11,7,7,29,2,-1,-1
16,7,22,35,2,-1,-1
21,7,17,34,2,-1,-1
9,8,7,77,2,-1,-1
13,8,14,68,2,-1,-1
15,8,29,36,2,-1,-1
16,8,9,26,2,-1,-1
18,8,33,17,2,-1,-1
19,8,28,55,2,-1,-1
20,8,39,48,2,-1,-1
21,8,34,72,2,-1,-1
12,9,29,64,2,-1,-1
13,9,9,80,2,-1,-1
17,9,14,20,2,-1,-1
19,9,34,56,2,-1,-1
20,9,34,41,2,-1,-1
21,9,27,54,2,-1,-1
11,10,42,35,2,-1,-1
13,10,32,69,2,-1,-1
15,10,18,15,2,-1,-1
16,10,26,29,2,-1,-1
17,10,25,65,2,-1,-1
19,10,11,19,2,-1,-1
20,10,55,72,2,-1,-1
21,10,51,95,2,-1,-1
12,11,12,39,2,-1,-1
14,11,52,26,2,-1,-1
15,11,45,9,2,-1,-1
16,11,19,24,2,-1,-1
17,11,19,46,2,-1,-1
21,11,10,9,2,-1,-1
15,12,44,53,2,-1,-1
18,12,68,30,2,-1,-1
21,12,20,22,2,-1,-1
14,13,54,70,2,-1,-1
15,13,42,22,2,-1,-1
17,13,22,43,2,-1,-1
19,13,42,60,2,-1,-1
16,14,47,61,2,-1,-1
17,14,34,27,2,-1,-1
18,14,55,31,2,-1,-1
16,15,35,38,2,-1,-1
17,15,25,27,2,-1,-1
18,15,41,62,2,-1,-1
19,15,12,39,2,-1,-1
21,15,55,75,2,-1,-1
17,16,15,8,2,-1,-1
21,16,25,60,2,-1,-1
19,17,31,52,2,-1,-1
21,17,29,51,2,-1,-1
21,19,60,49,2,-1,-1
21,20,30,33,2,-1,-1
