from,to,t0,c0,lanes,initial_SR,initial_FR
9,20,62,41,2,-1,-1
10,12,37,45,2,-1,-1
10,16,22,37,2,-1,-1
10,20,60,36,2,-1,-1
10,21,41,14,2,-1,-1
11,18,47,57,2,-1,-1
11,20,54,90,2,-1,-1
11,21,37,54,2,-1,-1
12,13,28,29,2,-1,-1
12,14,49,84,2,-1,-1
12,15,2,27,2,-1,-1
12,17,42,98,2,-1,-1
12,21,20,60,2,-1,-1
13,17,23,57,2,-1,-1
13,18,18,82,2,-1,-1
13,19,27,45,2,-1,-1
13,20,43,23,2,-1,-1
14,16,10,3,2,-1,-1
14,18,51,61,2,-1,-1
14,19,23,23,2,-1,-1
15,17,44,98,2,-1,-1
15,18,49,56,2,-1,-1
15,20,20,58,2,-1,-1
15,21,19,68,2,-1,-1
17,21,56,31,2,-1,-1
18,20,60,18,2,-1,-1
18,21,67,27,2,-1,-1
19,21,60,77,2,-1,-1
20,21,30,69,2,-1,-1
2,0,19,71,2,-1,-1
3,0,40,51,2,-1,-1
4,0,9,20,2,-1,-1
5,0,12,66,2,-1,-1
8,0,8,51,2,-1,-1
10,0,26,57,2,-1,-1
11,0,22,40,2,-1,-1
12,0,31,69,2,-1,-1
15,0,34,49,2,-1,-1
17,0,10,39,2,-1,-1
18,0,25,45,2,-1,-1
2,1,15,25,2,-1,-1
3,1,36,12,2,-1,-1
5,1,16,88,2,-1,-1
7,1,19,67,2,-1,-1
9,1,23,0,2,-1,-1
10,1,25,70,2,-1,-1
13,1,12,60,2,-1,-1
17,1,15,83,2,-1,-1
18,1,27,60,2,-1,-1
19,1,20,41,2,-1,-1
20,1,47,98,2,-1,-1
3,2,26,41,2,-1,-1
6,2,27,69,2,-1,-1
7,2,9,36,2,-1,-1
9,2,27,74,2,-1,-1
11,2,19,55,2,-1,-1
12,2,13,57,2,-1,-1
15,2,15,41,2,-1,-1
16,2,46,75,2,-1,-1
17,2,29,47,2,-1,-1
20,2,35,53,2,-1,-1
5,3,53,26,2,-1,-1
6,3,44,69,2,-1,-1
11,3,45,52,2,-1,-1
12,3,14,18,2,-1,-1
15,3,13,49,2,-1,-1
18,3,48,42,2,-1,-1
5,4,13,12,2,-1,-1
7,4,32,12,2,-1,-1
8,4,1,33,2,-1,-1
13,4,13,26,2,-1,-1
15,4,41,52,2,-1,-1
17,4,11,65,2,-1,-1
18,4,16,38,2,-1,-1
19,4,15,91,2,-1,-1
21,4,56,84,2,-1,-1
7,5,31,41,2,-1,-1
9,5,20,63,2,-1,-1
11,5,25,43,2,-1,-1
12,5,43,33,2,-1,-1
13,5,24,34,2,-1,-1
16,5,29,68,2,-1,-1
17,5,1,48,2,-1,-1
18,5,28,32,2,-1,-1
19,5,3,41,2,-1,-1
9,6,32,64,2,-1,-1
10,6,26,46,2,-1,-1
13,6,49,57,2,-1,-1
14,6,38,69,2,-1,-1
15,6,30,51,2,-1,-1
16,6,47,61,2,-1,-1
18,6,66,53,2,-1,-1
9,7,22,47,2,-1,-1
11,7,12,76,2,-1,-1
14,7,30,69,2,-1,-1
17,7,30,68,2,-1,-1
19,7,33,65,2,-1,-1
21,7,26,10,2,-1,-1
12,8,37,56,2,-1,-1
14,8,35,60,2,-1,-1
15,8,40,35,2,-1,-1
16,8,41,28,2,-1,-1
17,8,11,63,2,-1,-1
19,8,15,53,2,-1,-1
10,9,6,25,2,-1,-1
11,9,9,25,2,-1,-1
16,9,18,42,2,-1,-1
17,9,20,21,2,-1,-1
18,9,46,68,2,-1,-1
20,9,62,41,2,-1,-1
12,10,37,45,2,-1,-1
16,10,22,37,2,-1,-1
20,10,60,36,2,-1,-1
21,10,41,14,2,-1,-1
18,11,47,57,2,-1,-1
20,11,54,90,2,-1,-1
21,11,37,54,2,-1,-1
13,12,28,29,2,-1,-1
14,12,49,84,2,-1,-1
15,12,2,27,2,-1,-1
17,12,42,98,2,-1,-1
21,12,20,60,2,-1,-1
17,13,23,57,2,-1,-1
18,13,18,82,2,-1,-1
19,13,27,45,2,-1,-1
20,13,43,23,2,-1,-1
16,14,10,3,2,-1,-1
18,14,51,61,2,-1,-1
19,14,23,23,2,-1,-1
17,15,44,98,2,-1,-1
18,15,49,56,2,-1,-1
20,15,20,58,2,-1,-1
21,15,19,68,2,-1,-1
21,17,56,31,2,-1,-1
20,18,60,18,2,-1,-1
21,18,67,27,2,-1,-1
21,19,60,77,2,-1,-1
21,20,30,69,2,-1,-1
