from,to,t0,c0,lanes,initial_SR,initial_FR
4,0,43,73,2,-1,-1
5,0,8,33,2,-1,-1
6,0,22,36,2,-1,-1
7,0,29,36,2,-1,-1
9,0,44,23,2,-1,-1
11,0,15,68,2,-1,-1
12,0,7,59,2,-1,-1
13,0,43,57,2,-1,-1
15,0,31,46,2,-1,-1
16,0,46,46,2,-1,-1
19,0,49,95,2,-1,-1
21,0,10,67,2,-1,-1
3,1,27,29,2,-1,-1
4,1,22,40,2,-1,-1
8,1,39,44,2,-1,-1
9,1,43,64,2,-1,-1
10,1,23,74,2,-1,-1
15,1,7,51,2,-1,-1
20,1,62,83,2,-1,-1
21,1,46,1,2,-1,-1
3,2,34,59,2,-1,-1
4,2,23,80,2,-1,-1
5,2,51,60,2,-1,-1
7,2,33,54,2,-1,-1
8,2,45,60,2,-1,-1
9,2,46,29,2,-1,-1
12,2,49,44,2,-1,-1
13,2,19,92,2,-1,-1
15,2,15,21,2,-1,-1
16,2,5,49,2,-1,-1
19,2,18,51,2,-1,-1
5,3,16,46,2,-1,-1
11,3,30,26,2,-1,-1
12,3,14,39,2,-1,-1
15,3,19,30,2,-1,-1
16,3,34,36,2,-1,-1
17,3,22,33,2,-1,-1
18,3,58,35,2,-1,-1
19,3,43,64,2,-1,-1
20,3,42,66,2,-1,-1
21,3,19,75,2,-1,-1
9,4,23,75,2,-1,-1
13,4,4,45,2,-1,-1
14,4,5,41,2,-1,-1
15,4,26,64,2,-1,-1
16,4,28,47,2,-1,-1
18,4,24,68,2,-1,-1
19,4,9,40,2,-1,-1
20,4,58,43,2,-1,-1
21,4,54,53,2,-1,-1
6,5,24,34,2,-1,-1
11,5,18,39,2,-1,-1
12,5,2,25,2,-1,-1
14,5,47,52,2,-1,-1
17,5,19,38,2,-1,-1
21,5,2,48,2,-1,-1
12,6,25,13,2,-1,-1
13,6,56,73,2,-1,-1
17,6,18,45,2,-1,-1
21,6,23,62,2,-1,-1
8,7,15,24,2,-1,-1
9,7,18,86,2,-1,-1
10,7,22,0,2,-1,-1
12,7,36,21,2,-1,-1
13,7,19,46,2,-1,-1
14,7,11,36,2,-1,-1
15,7,26,58,2,-1,-1
16,7,36,90,2,-1,-1
21,7,40,39,2,-1,-1
11,8,22,11,2,-1,-1
12,8,29,57,2,-1,-1
13,8,34,46,2,-1,-1
14,8,26,52,2,-1,-1
15,8,35,56,2,-1,-1
17,8,10,22,2,-1,-1
19,8,40,79,2,-1,-1
20,8,26,35,2,-1,-1
10,9,27,18,2,-1,-1
14,9,20,71,2,-1,-1
16,9,50,46,2,-1,-1
18,9,13,60,2,-1,-1
20,9,46,33,2,-1,-1
11,10,57,44,2,-1,-1
13,10,5,55,2,-1,-1
14,10,11,68,2,-1,-1
16,10,27,45,2,-1,-1
18,10,25,36,2,-1,-1
21,10,58,35,2,-1,-1
12,11,18,13,2,-1,-1
16,11,60,30,2,-1,-1
18,11,59,42,2,-1,-1
20,11,13,57,2,-1,-1
17,12,18,2,2,-1,-1
20,12,32,52,2,-1,-1
21,12,4,57,2,-1,-1
14,13,8,61,2,-1,-1
17,13,38,75,2,-1,-1
18,13,28,59,2,-1,-1
19,13,6,53,2,-1,-1
15,14,25,81,2,-1,-1
16,14,30,78,2,-1,-1
17,14,32,54,2,-1,-1
18,14,23,31,2,-1,-1
19,14,14,54,2,-1,-1
20,14,53,60,2,-1,-1
16,15,15,43,2,-1,-1
17,16,47,48,2,-1,-1
19,16,24,67,2,-1,-1
20,16,71,57,2,-1,-1
19,17,45,43,2,-1,-1
20,17,23,60,2,-1,-1
21,17,20,15,2,-1,-1
21,18,67,37,2,-1,-1
21,19,60,57,2,-1,-1
