from,to,t0,c0,lanes,initial_SR,initial_FR
19,7,8,69,2,-1,-1
8,10,9,66,2,-1,-1
10,8,9,66,2,-1,-1
8,15,6,44,2,-1,-1
15,8,6,44,2,-1,-1
8,17,35,39,2,-1,-1
17,8,35,39,2,-1,-1
8,19,40,77,2,-1,-1
19,8,40,77,2,-1,-1
9,11,30,78,2,-1,-1
11,9,30,78,2,-1,-1
9,15,40,74,2,-1,-1
15,9,40,74,2,-1,-1
9,18,50,53,2,-1,-1
18,9,50,53,2,-1,-1
9,21,22,76,2,-1,-1
21,9,22,76,2,-1,-1
10,11,24,59,2,-1,-1
11,10,24,59,2,-1,-1
10,13,56,43,2,-1,-1
13,10,56,43,2,-1,-1
10,14,24,67,2,-1,-1
14,10,24,67,2,-1,-1
10,15,13,113,2,-1,-1
15,10,13,113,2,-1,-1
10,16,9,57,2,-1,-1
16,10,9,57,2,-1,-1
10,19,49,76,2,-1,-1
19,10,49,76,2,-1,-1
10,21,27,28,2,-1,-1
21,10,27,28,2,-1,-1
11,13,32,32,2,-1,-1
13,11,32,32,2,-1,-1
11,15,13,30,2,-1,-1
15,11,13,30,2,-1,-1
11,17,16,36,2,-1,-1
17,11,16,36,2,-1,-1
11,18,44,61,2,-1,-1
18,11,44,61,2,-1,-1
12,14,43,39,2,-1,-1
14,12,43,39,2,-1,-1
12,17,15,68,2,-1,-1
17,12,15,68,2,-1,-1
12,19,43,21,2,-1,-1
19,12,43,21,2,-1,-1
12,21,39,13,2,-1,-1
21,12,39,13,2,-1,-1
13,15,45,68,2,-1,-1
15,13,45,68,2,-1,-1
13,17,22,53,2,-1,-1
17,13,22,53,2,-1,-1
13,19,25,37,2,-1,-1
19,13,25,37,2,-1,-1
14,16,20,45,2,-1,-1
16,14,20,45,2,-1,-1
14,17,28,65,2,-1,-1
17,14,28,65,2,-1,-1
14,19,24,53,2,-1,-1
19,14,24,53,2,-1,-1
15,16,12,39,2,-1,-1
16,15,12,39,2,-1,-1
15,19,35,76,2,-1,-1
19,15,35,76,2,-1,-1
17,19,33,24,2,-1,-1
19,17,33,24,2,-1,-1
17,21,31,52,2,-1,-1
21,17,31,52,2,-1,-1
18,19,30,28,2,-1,-1
19,18,30,28,2,-1,-1
