from,to,t0,c0,lanes,initial_SR,initial_FR
15,10,20,54,2,-1,-1
10,16,45,30,2,-1,-1
16,10,45,30,2,-1,-1
10,19,55,38,2,-1,-1
19,10,55,38,2,-1,-1
10,20,12,53,2,-1,-1
20,10,12,53,2,-1,-1
10,21,30,22,2,-1,-1
21,10,30,22,2,-1,-1
11,14,32,78,2,-1,-1
14,11,32,78,2,-1,-1
11,15,19,11,2,-1,-1
15,11,19,11,2,-1,-1
11,17,7,39,2,-1,-1
17,11,7,39,2,-1,-1
11,18,23,35,2,-1,-1
18,11,23,35,2,-1,-1
11,19,14,29,2,-1,-1
19,11,14,29,2,-1,-1
11,21,49,63,2,-1,-1
21,11,49,63,2,-1,-1
12,17,26,44,2,-1,-1
17,12,26,44,2,-1,-1
12,19,39,42,2,-1,-1
19,12,39,42,2,-1,-1
12,20,29,58,2,-1,-1
20,12,29,58,2,-1,-1
13,16,30,24,2,-1,-1
16,13,30,24,2,-1,-1
13,18,56,46,2,-1,-1
18,13,56,46,2,-1,-1
13,19,26,61,2,-1,-1
19,13,26,61,2,-1,-1
13,21,62,45,2,-1,-1
21,13,62,45,2,-1,-1
14,16,34,92,2,-1,-1
16,14,34,92,2,-1,-1
14,17,32,47,2,-1,-1
17,14,32,47,2,-1,-1
14,20,28,60,2,-1,-1
20,14,28,60,2,-1,-1
14,21,18,46,2,-1,-1
21,14,18,46,2,-1,-1
15,17,16,60,2,-1,-1
17,15,16,60,2,-1,-1
15,19,34,50,2,-1,-1
19,15,34,50,2,-1,-1
16,18,28,58,2,-1,-1
18,16,28,58,2,-1,-1
16,19,9,79,2,-1,-1
19,16,9,79,2,-1,-1
17,19,20,65,2,-1,-1
19,17,20,65,2,-1,-1
18,19,30,27,2,-1,-1
19,18,30,27,2,-1,-1
19,20,67,28,2,-1,-1
20,19,67,28,2,-1,-1
