from,to,t0,c0,lanes,initial_SR,initial_FR
9,21,59,51,2,-1,-1
21,9,59,51,2,-1,-1
10,12,57,82,2,-1,-1
12,10,57,82,2,-1,-1
10,13,43,75,2,-1,-1
13,10,43,75,2,-1,-1
10,14,5,81,2,-1,-1
14,10,5,81,2,-1,-1
10,16,35,53,2,-1,-1
16,10,35,53,2,-1,-1
10,19,59,57,2,-1,-1
19,10,59,57,2,-1,-1
10,21,14,23,2,-1,-1
21,10,14,23,2,-1,-1
11,13,43,35,2,-1,-1
13,11,43,35,2,-1,-1
11,14,6,73,2,-1,-1
14,11,6,73,2,-1,-1
11,15,25,0,2,-1,-1
15,11,25,0,2,-1,-1
11,16,35,36,2,-1,-1
16,11,35,36,2,-1,-1
11,21,13,40,2,-1,-1
21,11,13,40,2,-1,-1
12,16,64,50,2,-1,-1
16,12,64,50,2,-1,-1
12,19,25,54,2,-1,-1
19,12,25,54,2,-1,-1
13,16,9,65,2,-1,-1
16,13,9,65,2,-1,-1
13,18,39,29,2,-1,-1
18,13,39,29,2,-1,-1
13,20,20,77,2,-1,-1
20,13,20,77,2,-1,-1
14,15,19,68,2,-1,-1
15,14,19,68,2,-1,-1
14,18,71,21,2,-1,-1
18,14,71,21,2,-1,-1
14,21,18,54,2,-1,-1
21,14,18,54,2,-1,-1
15,17,64,67,2,-1,-1
17,15,64,67,2,-1,-1
15,20,63,77,2,-1,-1
20,15,63,77,2,-1,-1
16,20,15,96,2,-1,-1
20,16,15,96,2,-1,-1
16,21,23,41,2,-1,-1
21,16,23,41,2,-1,-1
17,18,7,33,2,-1,-1
18,17,7,33,2,-1,-1
17,21,59,49,2,-1,-1
21,17,59,49,2,-1,-1
20,21,30,39,2,-1,-1
21,20,30,39,2,-1,-1
