from,to,t0,c0,lanes,initial_SR,initial_FR
7,16,32,59,2,-1,-1
16,7,32,59,2,-1,-1
7,17,11,11,2,-1,-1
17,7,11,11,2,-1,-1
7,18,66,67,2,-1,-1
18,7,66,67,2,-1,-1
7,21,32,69,2,-1,-1
21,7,32,69,2,-1,-1
8,9,18,50,2,-1,-1
9,8,18,50,2,-1,-1
8,10,48,9,2,-1,-1
10,8,48,9,2,-1,-1
8,11,26,62,2,-1,-1
11,8,26,62,2,-1,-1
8,13,10,10,2,-1,-1
13,8,10,10,2,-1,-1
8,15,3,66,2,-1,-1
15,8,3,66,2,-1,-1
8,16,32,61,2,-1,-1
16,8,32,61,2,-1,-1
8,19,43,46,2,-1,-1
19,8,43,46,2,-1,-1
9,10,47,18,2,-1,-1
10,9,47,18,2,-1,-1
9,13,7,63,2,-1,-1
13,9,7,63,2,-1,-1
9,15,14,11,2,-1,-1
15,9,14,11,2,-1,-1
9,19,52,25,2,-1,-1
19,9,52,25,2,-1,-1
9,20,42,39,2,-1,-1
20,9,42,39,2,-1,-1
9,21,14,38,2,-1,-1
21,9,14,38,2,-1,-1
10,14,10,57,2,-1,-1
14,10,10,57,2,-1,-1
10,17,38,44,2,-1,-1
17,10,38,44,2,-1,-1
10,18,19,42,2,-1,-1
18,10,19,42,2,-1,-1
10,19,27,40,2,-1,-1
19,10,27,40,2,-1,-1
10,20,43,43,2,-1,-1
20,10,43,43,2,-1,-1
11,12,21,65,2,-1,-1
12,11,21,65,2,-1,-1
11,15,23,60,2,-1,-1
15,11,23,60,2,-1,-1
11,17,16,93,2,-1,-1
17,11,16,93,2,-1,-1
11,20,33,54,2,-1,-1
20,11,33,54,2,-1,-1
11,21,20,27,2,-1,-1
21,11,20,27,2,-1,-1
12,13,41,48,2,-1,-1
13,12,41,48,2,-1,-1
12,14,20,62,2,-1,-1
14,12,20,62,2,-1,-1
12,16,24,45,2,-1,-1
16,12,24,45,2,-1,-1
12,20,16,54,2,-1,-1
20,12,16,54,2,-1,-1
12,21,28,48,2,-1,-1
21,12,28,48,2,-1,-1
13,15,7,67,2,-1,-1
15,13,7,67,2,-1,-1
13,17,11,43,2,-1,-1
17,13,11,43,2,-1,-1
13,18,66,23,2,-1,-1
18,13,66,23,2,-1,-1
13,21,22,42,2,-1,-1
21,13,22,42,2,-1,-1
14,15,51,54,2,-1,-1
15,14,51,54,2,-1,-1
14,16,41,54,2,-1,-1
16,14,41,54,2,-1,-1
14,18,24,42,2,-1,-1
18,14,24,42,2,-1,-1
14,20,35,14,2,-1,-1
20,14,35,14,2,-1,-1
14,21,45,49,2,-1,-1
21,14,45,49,2,-1,-1
15,17,8,30,2,-1,-1
17,15,8,30,2,-1,-1
15,18,63,55,2,-1,-1
18,15,63,55,2,-1,-1
15,19,44,84,2,-1,-1
19,15,44,84,2,-1,-1
16,17,25,40,2,-1,-1
17,16,25,40,2,-1,-1
16,21,4,29,2,-1,-1
21,16,4,29,2,-1,-1
17,19,38,50,2,-1,-1
19,17,38,50,2,-1,-1
18,21,67,38,2,-1,-1
21,18,67,38,2,-1,-1
