from,to,t0,c0,lanes,initial_SR,initial_FR
9,6,47,45,2,-1,-1
6,10,23,51,2,-1,-1
10,6,23,51,2,-1,-1
6,11,22,67,2,-1,-1
11,6,22,67,2,-1,-1
6,13,28,27,2,-1,-1
13,6,28,27,2,-1,-1
6,15,23,40,2,-1,-1
15,6,23,40,2,-1,-1
6,18,30,58,2,-1,-1
18,6,30,58,2,-1,-1
6,20,29,60,2,-1,-1
20,6,29,60,2,-1,-1
7,8,7,56,2,-1,-1
8,7,7,56,2,-1,-1
7,9,25,22,2,-1,-1
9,7,25,22,2,-1,-1
7,11,41,19,2,-1,-1
11,7,41,19,2,-1,-1
7,12,28,47,2,-1,-1
12,7,28,47,2,-1,-1
7,17,10,16,2,-1,-1
17,7,10,16,2,-1,-1
7,18,31,44,2,-1,-1
18,7,31,44,2,-1,-1
7,19,1,75,2,-1,-1
19,7,1,75,2,-1,-1
8,10,26,46,2,-1,-1
10,8,26,46,2,-1,-1
8,14,12,34,2,-1,-1
14,8,12,34,2,-1,-1
8,17,4,47,2,-1,-1
17,8,4,47,2,-1,-1
8,18,35,29,2,-1,-1
18,8,35,29,2,-1,-1
8,19,8,69,2,-1,-1
19,8,8,69,2,-1,-1
9,10,43,51,2,-1,-1
10,9,43,51,2,-1,-1
9,12,5,40,2,-1,-1
12,9,5,40,2,-1,-1
9,14,10,66,2,-1,-1
14,9,10,66,2,-1,-1
9,16,40,38,2,-1,-1
16,9,40,38,2,-1,-1
9,17,19,67,2,-1,-1
17,9,19,67,2,-1,-1
9,19,27,56,2,-1,-1
19,9,27,56,2,-1,-1
9,20,65,72,2,-1,-1
20,9,65,72,2,-1,-1
10,11,37,60,2,-1,-1
11,10,37,60,2,-1,-1
10,14,38,16,2,-1,-1
14,10,38,16,2,-1,-1
10,15,44,31,2,-1,-1
15,10,44,31,2,-1,-1
10,16,44,39,2,-1,-1
16,10,44,39,2,-1,-1
10,19,23,37,2,-1,-1
19,10,23,37,2,-1,-1
10,21,56,28,2,-1,-1
21,10,56,28,2,-1,-1
11,13,21,27,2,-1,-1
13,11,21,27,2,-1,-1
11,16,7,39,2,-1,-1
16,11,7,39,2,-1,-1
11,17,31,59,2,-1,-1
17,11,31,59,2,-1,-1
11,20,29,40,2,-1,-1
20,11,29,40,2,-1,-1
12,17,20,81,2,-1,-1
17,12,20,81,2,-1,-1
12,19,29,48,2,-1,-1
19,12,29,48,2,-1,-1
12,20,60,42,2,-1,-1
20,12,60,42,2,-1,-1
13,16,15,56,2,-1,-1
16,13,15,56,2,-1,-1
13,21,19,40,2,-1,-1
21,13,19,40,2,-1,-1
14,18,47,57,2,-1,-1
18,14,47,57,2,-1,-1
14,19,18,30,2,-1,-1
19,14,18,30,2,-1,-1
15,16,12,61,2,-1,-1
16,15,12,61,2,-1,-1
15,19,55,22,2,-1,-1
19,15,55,22,2,-1,-1
15,20,13,46,2,-1,-1
20,15,13,46,2,-1,-1
16,17,39,78,2,-1,-1
17,16,39,78,2,-1,-1
16,20,25,55,2,-1,-1
20,16,25,55,2,-1,-1
16,21,12,56,2,-1,-1
21,16,12,56,2,-1,-1
17,19,11,63,2,-1,-1
19,17,11,63,2,-1,-1
17,20,58,67,2,-1,-1
20,17,58,67,2,-1,-1
19,20,67,44,2,-1,-1
20,19,67,44,2,-1,-1
